EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0348,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE LINE WIDTH,DEPOSIT METAL 1,MEASURE SURFACE UNIFORMITY
valid_0349,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,MEASURE DEVICE PARAMETER,DEPOSIT TOP METAL,ANNEAL DIELECTRIC
valid_0350,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING,MEASURE LINE WIDTH,ALIGN MASK LEVEL 6,CLEAN AFTER FIELD ETCH
valid_0351,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,MEASURE SURFACE PLANARITY
valid_0352,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE LINE WIDTH,LOT IDENTIFICATION,MEASURE SURFACE UNIFORMITY
valid_0353,ALIGN MASK LEVEL 5,ALIGN MASK LEVEL 3,CLEAN AFTER VIA ETCH,EXPOSE LITHO LEVEL 5,OXIDE ETCH DRY
valid_0354,CURE PASSIVATION,DEPOSIT PASSIVATION LAYER,PAD WINDOW LITHO,EXPOSE LITHO LEVEL 6,EPITAXIAL WAFER CHECK
valid_0355,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,OXIDE ETCH,MEASURE PLANARITY,MEASURE CD LEVEL 1
valid_0356,MEASURE LINE WIDTH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,CLEAN AFTER METAL ETCH,ELECTRICAL PARAMETRIC TEST
valid_0357,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,SPIN COAT PHOTORESIST,CMP DIELECTRIC,RCA CLEAN 1
valid_0358,CURE PASSIVATION,PAD WINDOW LITHO,EPITAXIAL WAFER CHECK,DEPOSIT PASSIVATION,OPEN PAD WINDOW LITHO
valid_0359,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,OXIDE ETCH,MEASURE PLANARITY
valid_0360,CURE PASSIVATION,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,EXPOSE LITHO LEVEL 6,LEAKAGE TEST
valid_0361,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE PLANARITY,OXIDE ETCH
valid_0362,CURE PASSIVATION,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,EXPOSE LITHO LEVEL 6,EPITAXIAL WAFER CHECK
valid_0363,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DENSIFY OXIDE
valid_0364,MEASURE LINE WIDTH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,ELECTRICAL PARAMETRIC TEST,CLEAN AFTER METAL ETCH
valid_0365,ALIGN MASK LEVEL 5,EXPOSE LITHO LEVEL 5,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 6,CLEAN AFTER VIA ETCH
valid_0366,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE LINE WIDTH,CURE PASSIVATION,DEPOSIT METAL 1
valid_0367,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,SPIN COAT PHOTORESIST,CMP INTERLAYER DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC
valid_0368,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE POLY THICKNESS
valid_0369,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,POST EXPOSE BAKE,MEASURE SURFACE PLANARITY,EPITAXIAL WAFER CHECK
valid_0370,CURE PASSIVATION,EPITAXIAL WAFER CHECK,PAD WINDOW LITHO,DEPOSIT PASSIVATION,DENSIFY OXIDE
valid_0371,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,MEASURE SURFACE PLANARITY
valid_0372,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE LINE WIDTH,DEPOSIT METAL 1,CURE PASSIVATION
valid_0373,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,VIA ETCH THROUGH DIELECTRIC,MEASURE PLANARITY,OXIDE ETCH
valid_0374,CURE PASSIVATION,PAD WINDOW LITHO,DEPOSIT BACKSIDE METAL,OPEN PAD WINDOW LITHO,PRE ANNEAL CHECK
valid_0375,MEASURE DEVICE PARAMETER,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,MEASURE SHEET RESISTANCE,MEASURE JUNCTION PROFILE
valid_0376,CLEAN AFTER METAL ETCH,ALIGN MASK LEVEL 6,CLEAN PAD OPENING,METAL ETCH DRY,CLEAN AFTER WINDOW ETCH
valid_0377,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,MEASURE DIELECTRIC THICKNESS,MEASURE SURFACE PLANARITY,MEASURE PLANARITY
valid_0378,CURE PASSIVATION,EPITAXIAL WAFER CHECK,PAD WINDOW LITHO,INSPECT PATTERN LEVEL 4,OPEN PAD WINDOW LITHO
valid_0379,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,EPITAXIAL WAFER CHECK,OXIDE ETCH DRY,POST EXPOSE BAKE
valid_0380,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PLANARITY
valid_0381,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DENSIFY DIELECTRIC
valid_0382,MEASURE LINE WIDTH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,DEPOSIT METAL 1,CLEAN AFTER METAL ETCH
valid_0383,SOFT BAKE,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SWITCHING TEST,CMP VIA FILL
valid_0384,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PLANARITY
valid_0385,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,SPIN COAT PHOTORESIST,CMP DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC
valid_0386,CURE PASSIVATION,PAD WINDOW LITHO,DEPOSIT PASSIVATION,EPITAXIAL WAFER CHECK,OPEN PAD WINDOW LITHO
valid_0387,ALIGN MASK LEVEL 5,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 5,CLEAN AFTER VIA ETCH,STRIP RESIST LEVEL 4
valid_0388,CURE PASSIVATION,PAD WINDOW LITHO,EPITAXIAL WAFER CHECK,OPEN PAD WINDOW LITHO,DEPOSIT PASSIVATION
valid_0389,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,SPIN COAT PHOTORESIST,CMP DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC
valid_0390,CURE PASSIVATION,EPITAXIAL WAFER CHECK,PAD WINDOW LITHO,INSPECT PATTERN LEVEL 4,OPEN PAD WINDOW LITHO
valid_0391,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,OXIDE ETCH DRY,EPITAXIAL WAFER CHECK,STRIP RESIST LEVEL 4
valid_0392,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE LINE WIDTH,CURE PASSIVATION,DEPOSIT METAL 1
valid_0393,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,SPIN COAT PHOTORESIST,CMP DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC
valid_0394,CURE PASSIVATION,EPITAXIAL WAFER CHECK,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,DEPOSIT PASSIVATION
valid_0395,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,EPITAXIAL WAFER CHECK,MEASURE SURFACE PLANARITY,STRIP RESIST LEVEL 4
valid_0396,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PLANARITY
valid_0397,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,MEASURE SURFACE PLANARITY
valid_0398,CURE PASSIVATION,EXPOSE LITHO LEVEL 6,DEPOSIT PASSIVATION LAYER,DEPOSIT BACKSIDE METAL,EPITAXIAL WAFER CHECK
valid_0399,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,SPIN COAT PHOTORESIST,CMP INTERLAYER DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC
valid_0400,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE LINE WIDTH,DEPOSIT METAL 1,CURE PASSIVATION
valid_0401,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,FILL VIA TUNGSTEN,ALIGN MASK LEVEL 3,FINAL CLEAN
valid_0402,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,METAL PATTERN INSPECTION,CLEAN PAD OPENING,EPITAXIAL LAYER PREP
valid_0403,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON,MEASURE CD LEVEL 1
valid_0404,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,METAL PATTERN INSPECTION,DEVELOP PAD WINDOW,P BODY WINDOW INSPECTION
valid_0405,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 1,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON
valid_0406,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0407,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH,STRIP RESIST LEVEL 4,STRIP RESIST LEVEL 3
valid_0408,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0409,STRIP PHOTORESIST,STRIP RESIST,DIELECTRIC ETCH VIA,STRIP RESIST LEVEL 2,MEASURE PASSIVATION QUALITY
valid_0410,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,PAD WINDOW LITHO
valid_0411,CLEAN AFTER VIA ETCH,MEASURE VIA CD,VIA INSPECTION,DEPOSIT BARRIER METAL,VIA ETCH THROUGH DIELECTRIC
valid_0412,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0413,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 3,VIA ETCH,DEVELOP PHOTORESIST
valid_0414,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0415,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER ETCH
valid_0416,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,STRIP RESIST
valid_0417,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER ETCH
valid_0418,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,STRIP PHOTORESIST,CLEAN PAD OPENING,STRIP RESIST
valid_0419,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH,RAPID THERMAL ANNEAL,STRIP RESIST LEVEL 3
valid_0420,CURE PASSIVATION,MEASURE PASSIVATION QUALITY,PAD WINDOW LITHO,PRE ANNEAL CHECK,OPEN PAD WINDOW LITHO
valid_0421,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,FILL VIA TUNGSTEN,DEPOSIT BARRIER METAL,ALIGN MASK LEVEL 3
valid_0422,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,P BODY WINDOW INSPECTION,DEPOSIT BACKSIDE PROTECTION,CLEAN PAD OPENING
valid_0423,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 1,CLEAN AFTER VIA ETCH,DEPOSIT METAL 1
valid_0424,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,SPIN COAT PHOTORESIST,MEASURE SURFACE DEFECTS
valid_0425,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH
valid_0426,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,ETCH WET BACKSIDE,MEASURE SURFACE DEFECTS
valid_0427,CLEAN AFTER VIA ETCH,VIA INSPECTION,MEASURE VIA CD,CLEAN AFTER ETCH,DEPOSIT BARRIER METAL
valid_0428,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,SPIN COAT PHOTORESIST,OPEN PAD WINDOW LITHO
valid_0429,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH THROUGH DIELECTRIC,STRIP RESIST LEVEL 3,STRIP RESIST LEVEL 2
valid_0430,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,IMPLANT P BODY,MEASURE CD LEVEL 1
valid_0431,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 1,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON
valid_0432,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,MEASURE SURFACE DEFECTS,MEASURE CD LEVEL 1
valid_0433,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH,STRIP RESIST LEVEL 3,DENSIFY DIELECTRIC
valid_0434,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,STRIP RESIST
valid_0435,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,BACKSIDE THINNING CHECK,DEPOSIT GATE OXIDE OR DIELECTRIC
valid_0436,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW
valid_0437,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER ETCH
valid_0438,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW
valid_0439,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER POLY ETCH
valid_0440,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW
valid_0441,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH,STRIP RESIST LEVEL 3,RAPID THERMAL ANNEAL
valid_0442,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,PAD WINDOW LITHO
valid_0443,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,DEPOSIT TUNGSTEN SEED,STRIP RESIST LEVEL 3
valid_0444,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0445,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER FIELD ETCH
valid_0446,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0447,CLEAN AFTER VIA ETCH,VIA INSPECTION,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA ETCH THROUGH DIELECTRIC
valid_0448,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,STRIP RESIST
valid_0449,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,VIA ETCH THROUGH DIELECTRIC
valid_0450,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,ETCH WET BACKSIDE,DEVELOP PAD WINDOW
valid_0451,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 1,DEPOSIT METAL 1,CLEAN AFTER VIA ETCH
valid_0452,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,STRIP RESIST
valid_0453,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 1,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON
valid_0454,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW
valid_0455,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,BACKSIDE THINNING CHECK,DEPOSIT GATE OXIDE OR DIELECTRIC
valid_0456,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,STRIP RESIST
valid_0457,STRIP PHOTORESIST,STRIP RESIST,EXPOSE LITHO LEVEL 3,STRIP RESIST LEVEL 3,DIELECTRIC ETCH VIA
valid_0458,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0459,VIA ETCH THROUGH DIELECTRIC,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA OPENING INSPECTION
valid_0460,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0461,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0462,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,MEASURE SURFACE DEFECTS,MEASURE CD LEVEL 1
valid_0463,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON,RCA CLEAN 1
valid_0464,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,BACKSIDE DRY,MEASURE CD LEVEL 1
valid_0465,VIA ETCH THROUGH DIELECTRIC,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA INSPECTION
valid_0466,CURE PASSIVATION,RECEIVE WAFER LOT,DEPOSIT PASSIVATION,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS
valid_0467,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER ETCH,VIA INSPECTION
valid_0468,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0469,CLEAN AFTER VIA ETCH,MEASURE VIA CD,VIA INSPECTION,DEPOSIT BARRIER METAL,VIA ETCH THROUGH DIELECTRIC
valid_0470,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,PAD WINDOW LITHO
valid_0471,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,STRIP RESIST LEVEL 3,DEPOSIT TUNGSTEN SEED
valid_0472,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,EPITAXIAL LAYER PREP,ALIGN MASK LEVEL 5,DEVELOP PAD WINDOW
valid_0473,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 3,DIELECTRIC ETCH VIA,STRIP RESIST LEVEL 2
valid_0474,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0475,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH
valid_0476,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0477,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD,VIA INSPECTION,CLEAN AFTER ETCH
valid_0478,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0479,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD,VIA INSPECTION,CLEAN AFTER ETCH
valid_0480,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW
valid_0481,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0482,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS
valid_0483,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,FILL VIA TUNGSTEN,DEPOSIT BARRIER METAL,WAFER CLEAN PRE PROCESS
valid_0484,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,WET CLEAN RCA2
valid_0485,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,BACKSIDE THINNING CHECK,DEPOSIT TUNGSTEN SEED
valid_0486,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,STRIP RESIST
valid_0487,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER ETCH
valid_0488,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0489,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,VIA INSPECTION,MEASURE VIA CD,CLEAN AFTER ETCH
valid_0490,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0491,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH THROUGH DIELECTRIC,STRIP RESIST LEVEL 3,STRIP RESIST LEVEL 2
valid_0492,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,MEASURE CD LEVEL 1,SPIN COAT PHOTORESIST
valid_0493,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0494,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST
valid_0495,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD,CLEAN AFTER ETCH,VIA INSPECTION
valid_0496,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0497,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON,RCA CLEAN 1
valid_0498,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,STRIP RESIST
valid_0499,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD,VIA INSPECTION,CLEAN AFTER POLY ETCH
valid_0500,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,ETCH WET BACKSIDE,MEASURE SURFACE DEFECTS
valid_0501,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,VIA INSPECTION,MEASURE VIA CD,CLEAN AFTER ETCH
valid_0502,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,ETCH WET BACKSIDE,DEVELOP PAD WINDOW
valid_0503,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,STRIP RESIST LEVEL 3,DEPOSIT TUNGSTEN SEED
valid_0504,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,CLEAN PAD OPENING,METAL PATTERN INSPECTION,DEPOSIT BACKSIDE PROTECTION
valid_0505,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 3,DIELECTRIC ETCH VIA,STRIP RESIST LEVEL 2
valid_0506,CURE PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION QUALITY,EPITAXIAL WAFER CHECK,PAD WINDOW LITHO
valid_0507,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH THROUGH DIELECTRIC,STRIP RESIST LEVEL 2,STRIP RESIST LEVEL 3
valid_0508,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,MEASURE OPENING CD
valid_0509,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER ETCH
valid_0510,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,INSPECT PATTERN LEVEL 1
valid_0511,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,HARD BAKE,VIA ETCH,VIA OPENING INSPECTION
valid_0512,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,FINAL THICKNESS MEASURE
valid_0513,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON,MEASURE CD LEVEL 1
valid_0514,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST
valid_0515,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0516,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW
valid_0517,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0518,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,WET CLEAN RCA2
valid_0519,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0520,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW
